Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,TF3,2.7280952381,0.34,11.5,1.0,0.310952380952381,0.02904761904761905,0.2838095238095238,0.37619047619047624,0.894803184432,0.56875,0.36944603016,0.016393442623
1,"EugineNier: (D,)",2.6980952381,0.48714285714285716,16.0,1.0,0.43380952380952387,0.05333333333333333,0.22095238095238096,0.29190476190476183,0.99210676219,0,0.474672202797,0
2,Meta Hunter Aggressive: 7 players,2.66952380952,0.4552380952380952,9.5,1.0,0.27714285714285714,0.1780952380952381,0.32333333333333336,0.22142857142857145,0.737930865265,0.857239105923,0.197656286366,0.435770934598
3,EasyGo,2.56047619048,0.8161904761904762,3.0,0.0,0.57,0.24619047619047618,0.16666666666666666,0.017142857142857144,1.0,1.0,0,1.0
4,Shubik,2.43619047619,0.5047619047619047,9.0,1.0,0.43238095238095237,0.0723809523809524,0.16095238095238096,0.33428571428571424,1.0,0,0.498426362842,0
5,Slow Tit For Two Tats 2,2.4319047619,0.7971428571428572,0.5,1.0,0.6719047619047619,0.12523809523809526,0.05333333333333333,0.1495238095238095,1.0,0.726263736264,0.4375,0
6,Dynamic Two Tits For Tat,2.41333333333,0.7833333333333333,1.0,1.0,0.6338095238095237,0.1495238095238095,0.07380952380952382,0.14285714285714288,0.933242856383,0.568672196275,0.732185298362,0.457004957484
7,Calculator,2.37761904762,0.4185714285714286,13.0,1.0,0.31428571428571433,0.10428571428571433,0.21333333333333332,0.3680952380952381,0.929169178238,0,0.729052005418,0
8,Average Copier,2.31380952381,0.6147619047619047,6.0,0.428571428571,0.45809523809523806,0.15666666666666668,0.1385714285714286,0.2466666666666667,0.79414988811,0.501384039087,0.61357487594,0.49230401723
9,DoubleResurrection,2.30904761905,0.5552380952380952,8.5,1.0,0.3585714285714286,0.1966666666666667,0.19714285714285718,0.24761904761904763,0.89499370483,0,1.0,0.167449923366
10,"ZD-Extort-2 v2: 0.125, 0.5, 1",2.30476190476,0.37523809523809526,19.0,1.0,0.29523809523809524,0.08,0.19857142857142857,0.4261904761904762,0.817321375821,0.462890383426,0.377048552539,0
11,Meta Mixer: 200 players,2.29142857143,0.53,10.0,1.0,0.3366666666666667,0.1933333333333333,0.2028571428571429,0.2671428571428571,0.661330030557,0.357966990289,0.638099397021,0.427819373451
12,Cycler CCCDCD,2.26285714286,0.68,7.5,1.0,0.3847619047619047,0.29523809523809524,0.19714285714285718,0.12285714285714286,0.544341813184,0.554002016502,1.0,1.0
13,Joss: 0.9,2.22619047619,0.4695238095238095,13.5,1.0,0.35,0.11952380952380953,0.16142857142857145,0.36904761904761907,0.891197751452,0,0.901569323636,0
14,Anti Tit For Tat,2.21857142857,0.5276190476190477,8.5,1.0,0.17761904761904765,0.35,0.3033333333333333,0.16904761904761903,0,1.0,0,1.0
15,Nydegger,2.2019047619,0.9457142857142857,1.0,1.0,0.6580952380952381,0.28761904761904755,0.043333333333333335,0.010952380952380951,0.97619047619,0.942296411318,0.960784313725,0.763888888889
16,Predator,2.2019047619,0.1295238095238095,15.5,1.0,0.08571428571428574,0.043809523809523826,0.26857142857142857,0.6019047619047619,0.860648148148,0,0.250792443127,0.0891372298019
17,SelfSteem,2.19904761905,0.49666666666666665,8.5,0.52380952381,0.2985714285714286,0.1980952380952381,0.19999999999999996,0.30333333333333334,0.717442841152,0.398056376125,0.609015779307,0.291714248171
18,Alternator,2.18952380952,0.5,10.5,1.0,0.2,0.3,0.2723809523809524,0.22761904761904758,0,0,1.0,1.0
19,$e$,2.07428571429,0.7666666666666667,6.5,1.0,0.3476190476190476,0.41904761904761906,0.1995238095238095,0.03380952380952382,0.557450140118,1.0,0.777129460858,1.0
20,Cooperator Hunter,2.00666666667,0.9347619047619048,1.5,1.0,0.5728571428571428,0.36190476190476195,0.05571428571428572,0.009523809523809523,0.961448932969,1.0,0,1.0
21,Hard Go By Majority: 10,1.96333333333,0.38,12.0,0.0,0.27761904761904754,0.10238095238095239,0.12761904761904766,0.49238095238095236,1.0,0.730504833512,0.619755032743,0
