Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Evolved FSM 16,2.75933333333,0.8086666666666666,1.5,1.0,0.6986666666666667,0.11000000000000003,0.11800000000000001,0.07333333333333333,0.792317446093,0.668410982411,0.688272144522,0.470967741935
1,Meta Majority: 200 players,2.69666666667,0.842,0.5,1.0,0.8106666666666666,0.03133333333333333,0.02666666666666666,0.1313333333333333,1.0,0.0454545454545,0.979166666667,0
2,Nydegger,2.66466666667,0.9413333333333334,1.0,1.0,0.794,0.14733333333333334,0.055999999999999994,0.0026666666666666666,0.964285714286,1.0,0.902777777778,0.5
3,Opposite Grudger,2.64866666667,0.9773333333333334,4.0,0.0,0.8486666666666667,0.12866666666666668,0.02,0.0026666666666666666,1.0,1.0,1.0,0
4,"EugineNier: (D,)",2.646,0.768,12.0,1.0,0.7513333333333333,0.016666666666666663,0.039999999999999994,0.192,0.98471536413,0,0.794782608696,0
5,Leyvraz,2.64133333333,0.8766666666666667,1.5,1.0,0.794,0.08266666666666667,0.034,0.08933333333333333,0.966742424242,0.506369444799,0.806547619048,0.435806116081
6,Mikkelson,2.55333333333,0.8273333333333334,0.5,1.0,0.7793333333333333,0.048,0.010666666666666666,0.162,1.0,0.823129251701,1.0,0.075
7,Calculator,2.538,0.44866666666666666,10.0,1.0,0.3653333333333333,0.08333333333333333,0.22266666666666668,0.3286666666666667,0.853051501111,0,0.684496810827,0
8,Evolved ANN,2.538,0.8026666666666666,1.0,1.0,0.7686666666666666,0.033999999999999996,0.008666666666666666,0.18866666666666665,1.0,0.814761904762,0.833333333333,0
9,Risky QLearner,2.52666666667,0.9533333333333334,5.5,1.0,0.7733333333333334,0.17999999999999997,0.04,0.006666666666666666,0.94739437325,0.962019349566,0.969230769231,1.0
10,Once Bitten,2.48933333333,0.7626666666666667,0.5,1.0,0.7373333333333333,0.02533333333333333,0.009999999999999998,0.2273333333333333,1.0,0.695918367347,0.0909090909091,0
11,Stochastic Cooperator,2.462,0.6473333333333333,7.0,1.0,0.5173333333333333,0.13,0.13933333333333336,0.21333333333333335,0.925867842879,0.213121759663,0.321649461649,0.405956879229
12,Cycle Hunter,2.46,1.0,0.0,1.0,0.8200000000000001,0.18000000000000002,0.0,0.0,1.0,1.0,0,0
13,Raider,2.37866666667,0.39666666666666667,4.0,0.0,0.286,0.11066666666666668,0.22933333333333333,0.37399999999999994,0.984502923977,0.499398148148,0.674392903314,0.329871381751
14,"ZD-Extortion: 0.2, 0.1, 1",2.352,0.226,14.0,1.0,0.19533333333333328,0.03066666666666667,0.24800000000000003,0.526,0.659496882219,0.4,0.361710844337,0
15,"ZD-Extort3: 0.11538461538461539, 0.3333333333333333, 1",2.28533333333,0.35733333333333334,13.5,1.0,0.328,0.029333333333333336,0.16466666666666666,0.478,0.848737211829,0.525641025641,0.339706953362,0
