Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,"Omega TFT: 3, 8",2.6037037037,0.7418518518518519,2.0,1.0,0.7196296296296295,0.022222222222222223,0.04666666666666667,0.21148148148148146,1.0,0.214285714286,0.733882030178,0.0238095238095
1,PSO Gambler 2_2_2 Noise 05,2.5637037037,0.6996296296296296,2.5,1.0,0.6285185185185185,0.07111111111111112,0.09444444444444446,0.2059259259259259,0.908070754228,0.513621632739,0.8796875,0.242005126973
2,Soft Grudger,2.5562962963,0.8266666666666667,2.5,1.0,0.7429629629629629,0.08370370370370371,0.03851851851851852,0.13481481481481483,1.0,0.472727272727,0.467261904762,0.342025089606
3,Spiteful Tit For Tat,2.54666666667,0.6981481481481482,2.0,1.0,0.6692592592592592,0.02888888888888889,0.059259259259259255,0.24259259259259255,1.0,0,1.0,0
4,Shubik,2.54555555556,0.73,3.0,1.0,0.7081481481481482,0.02185185185185186,0.03777777777777779,0.23222222222222225,1.0,0,0.752723311547,0
5,More Tideman and Chieruzzi,2.5262962963,0.7685185185185185,2.5,1.0,0.7185185185185184,0.05000000000000001,0.034814814814814826,0.19666666666666668,1.0,0.390277777778,0.775,0.0846567495124
6,GTFT: 0.1,2.5162962963,0.7859259259259259,0.0,1.0,0.7259259259259259,0.06000000000000001,0.031111111111111114,0.18296296296296294,1.0,0.178667153996,1.0,0.104115915842
7,Tideman and Chieruzzi,2.47925925926,0.6914814814814815,4.0,1.0,0.6737037037037036,0.017777777777777778,0.03740740740740741,0.2711111111111111,1.0,0,0.687378167641,0
8,PSO Gambler Mem1,2.47407407407,0.7459259259259259,1.5,1.0,0.6762962962962963,0.06962962962962964,0.047777777777777794,0.2062962962962963,1.0,0.579836035006,0,0.14401440718
9,Revised Downing: True,2.44185185185,0.7214814814814815,1.0,1.0,0.6707407407407407,0.050740740740740746,0.03777777777777778,0.24074074074074073,1.0,0.796875,0,0.102564102564
10,Meta Hunter: 6 players,2.41296296296,0.7329629629629629,2.5,1.0,0.6333333333333333,0.09962962962962964,0.06148148148148147,0.20555555555555555,0.916741617982,0.842189114304,0.234343434343,0.193162822314
11,Once Bitten,2.39407407407,0.7325925925925926,1.0,1.0,0.6718518518518518,0.060740740740740755,0.02777777777777778,0.2396296296296296,1.0,0.694444444444,0.089552238806,0
12,Nice Meta Winner: 200 players,2.38740740741,0.6011111111111112,6.0,1.0,0.5922222222222222,0.008888888888888889,0.05296296296296297,0.34592592592592597,1.0,0,0,0
13,Fool Me Once,2.37518518519,0.617037037037037,2.5,1.0,0.5988888888888888,0.01814814814814815,0.04888888888888891,0.33407407407407413,1.0,0.538461538462,0,0
14,Tranquilizer,2.35259259259,0.6907407407407408,4.0,1.0,0.5937037037037036,0.09703703703703709,0.06555555555555558,0.2437037037037037,0.94511655984,0.634230012831,0.974533166109,0.425325561054
15,"Limited Retaliate: 0.1, 20",2.35185185185,0.607037037037037,6.5,1.0,0.5803703703703704,0.02666666666666668,0.05444444444444446,0.3385185185185186,1.0,0,0.0789473684211,0.0478282904551
16,Ripoff,2.24703703704,0.5007407407407407,6.0,0.0,0.43148148148148147,0.06925925925925928,0.11333333333333336,0.3859259259259259,0.937484815671,0.587605377079,1.0,0.409813664596
17,Willing,2.16444444444,0.9918518518518519,2.0,0.62962962963,0.7088888888888889,0.28296296296296297,0.007407407407407407,0.0007407407407407407,1.0,1.0,1.0,0
18,Raider,2.12851851852,0.38925925925925925,5.5,0.0,0.3251851851851852,0.0640740740740741,0.13555555555555557,0.4751851851851851,1.0,0.542413419913,0.576940035273,0.314615943946
19,Prober,2.09296296296,0.4362962962962963,7.5,0.0,0.36851851851851847,0.0677777777777778,0.10592592592592592,0.4577777777777778,0.867811251485,0.591558441558,0.813318330606,0.390434782609
20,DoubleResurrection,2.08259259259,0.4825925925925926,12.5,1.0,0.294074074074074,0.1885185185185185,0.17074074074074075,0.34666666666666673,0.849114537469,0,1.0,0.184335813404
21,Meta Winner Deterministic: 138 players,1.7762962963,0.02,26.0,1.0,0.01703703703703704,0.002962962962962963,0.1862962962962963,0.7937037037037037,0,0,0,0
22,"ZD-Extort-2 v2: 0.125, 0.5, 1",1.76777777778,0.27037037037037037,19.0,1.0,0.22555555555555548,0.04481481481481482,0.09037037037037038,0.6392592592592593,0.856419060041,0.459046592775,0.411498189019,0
23,Meta Winner Finite Memory: 86 players,1.75111111111,0.02,26.0,1.0,0.01703703703703704,0.002962962962962963,0.17999999999999994,0.8,0,0,0,0
24,TF2,1.74481481481,0.15666666666666668,22.0,1.0,0.10592592592592594,0.05074074074074075,0.14592592592592593,0.6974074074074074,0.417596890657,0,0.653423111387,0.146982904102
25,Predator,1.66703703704,0.09851851851851852,17.5,1.0,0.07148148148148149,0.027037037037037043,0.13777777777777778,0.7637037037037038,0.97849213691,0,0.277215802988,0.0232528209282
26,Handshake,1.50888888889,0.18,22.5,1.0,0.06370370370370372,0.1162962962962963,0.12444444444444444,0.6955555555555555,0.806479113384,0.995744680851,0,0.9
27,Negation,1.22222222222,0.7322222222222222,4.5,0.425925925926,0.09444444444444443,0.6377777777777779,0.16777777777777778,0.10000000000000003,0,1.0,0,1.0
