Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,"General Soft Grudger: n=1,d=4,c=2",2.76095238095,0.8676190476190476,3.0,1.0,0.8038095238095238,0.06380952380952382,0.05428571428571429,0.0780952380952381,1.0,0.482450552245,0.240497076023,0.320100844239
1,Appeaser,2.71952380952,0.6833333333333333,3.0,1.0,0.5476190476190477,0.13571428571428573,0.19,0.12666666666666668,1.0,0,0,1.0
2,GTFT: 0.33,2.70238095238,0.9057142857142857,0.0,1.0,0.812857142857143,0.09285714285714283,0.04238095238095237,0.0519047619047619,1.0,0.419844199182,1.0,0.368095238095
3,Forgetful Fool Me Once: 0.05,2.68761904762,0.8123809523809524,2.0,1.0,0.7780952380952382,0.03428571428571428,0.041428571428571426,0.14619047619047615,1.0,0.722222222222,0.27,0.050667660682
4,Leyvraz,2.67047619048,0.8476190476190476,1.5,1.0,0.7276190476190475,0.11999999999999998,0.0838095238095238,0.06857142857142856,0.866937886899,0.577776405248,0.766188028046,0.812341037099
5,GTFT: 0.7,2.65857142857,0.9580952380952381,0.0,1.0,0.85,0.1080952380952381,0.016666666666666663,0.025238095238095237,1.0,0.688922950688,1.0,0.847605083089
6,"Stein and Rapoport: 0.05: (D, D)",2.61857142857,0.7466666666666667,12.5,1.0,0.7033333333333334,0.04333333333333334,0.0638095238095238,0.1895238095238095,0.985478571152,0.518871252205,0.810317460317,0
7,Eventual Cycle Hunter,2.60761904762,0.9,1.0,1.0,0.7819047619047619,0.11809523809523807,0.04047619047619047,0.05952380952380951,0.990940727125,0.991228070175,0.111111111111,0.111111111111
8,Grofman,2.59428571429,0.8638095238095238,0.5,1.0,0.741904761904762,0.12190476190476193,0.0580952380952381,0.07809523809523809,1.0,0.451441639839,0.367443667444,0.941063905039
9,Cycle Hunter,2.49666666667,0.9085714285714286,1.0,1.0,0.7814285714285715,0.12714285714285714,0.015238095238095238,0.0761904761904762,0.985317460317,1.0,0,0
10,Remorseful Prober: 0.1,2.34047619048,0.5414285714285715,10.5,1.0,0.40380952380952384,0.1376190476190476,0.16761904761904764,0.29095238095238096,0.890209783145,0,0.93659520443,0.39190853541
11,Opposite Grudger,2.33952380952,0.8857142857142857,4.0,0.0,0.7176190476190477,0.16809523809523813,0.0180952380952381,0.0961904761904762,1.0,1.0,1.0,0
12,Prober 3,2.31714285714,0.23904761904761904,11.0,0.0,0.14095238095238094,0.0980952380952381,0.2833333333333333,0.4776190476190476,0.99,0,0.652381605378,0.674603174603
13,$\pi$,2.30714285714,0.7733333333333333,5.0,1.0,0.42047619047619045,0.3528571428571428,0.20476190476190484,0.021904761904761913,0.665164627624,1.0,0.849320547184,1.0
14,Naive Prober: 0.1,2.30571428571,0.5157142857142857,12.5,1.0,0.4204761904761905,0.09523809523809526,0.13999999999999999,0.34428571428571425,0.891251437027,0,0.902363311292,0
15,Two Tits For Tat,2.30285714286,0.6104761904761905,3.0,1.0,0.5914285714285713,0.019047619047619056,0.03476190476190477,0.35476190476190483,1.0,0,0.36,0
16,Suspicious Tit For Tat,2.24380952381,0.5371428571428571,10.0,0.0,0.40571428571428575,0.13142857142857145,0.14095238095238094,0.3219047619047619,1.0,0,1.0,0
17,Random Tit for Tat: 0.5,2.23238095238,0.520952380952381,7.5,1.0,0.3095238095238094,0.21142857142857144,0.20619047619047623,0.27285714285714285,0.735602706123,0.257885394539,0.805328643344,0.296736167037
18,"ZD-Extort-2: 0.1111111111111111, 0.5",2.22095238095,0.4023809523809524,14.0,1.0,0.35,0.05238095238095238,0.14333333333333334,0.45428571428571424,0.886262333827,0.553719170084,0.378921031422,0
19,Joss: 0.9,2.20761904762,0.47285714285714286,15.0,1.0,0.3728571428571429,0.1,0.14047619047619048,0.3866666666666666,0.848406034807,0,0.888264659825,0
20,SolutionB5,2.1819047619,0.41285714285714287,14.0,0.0,0.3538095238095238,0.05904761904761906,0.13333333333333336,0.4538095238095239,1.0,0,0.796015231878,0
21,TF2,2.0719047619,0.1719047619047619,15.5,1.0,0.1295238095238095,0.04238095238095239,0.21380952380952378,0.6142857142857143,0.359132746314,0,0.549490441338,0.0441139038815
