Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Evolved HMM 5,2.735,0.6996428571428571,7.0,1.0,0.6425,0.05714285714285714,0.12678571428571428,0.1735714285714285,0.990598290598,0.621827887213,0.0420634920635,0.212869671599
1,EvolvedLookerUp2_2_2,2.68,0.7025,8.5,1.0,0.6089285714285714,0.09357142857142856,0.1389285714285714,0.15857142857142856,0.748001996111,0.572233847426,0.561386593205,0.763120100879
2,TF3,2.6275,0.5214285714285715,12.0,1.0,0.4982142857142856,0.02321428571428572,0.16357142857142856,0.31500000000000006,0.906904165175,0.608823529412,0.476157359381,0.0301327349121
3,Soft Joss: 0.9,2.55535714286,0.7846428571428572,0.0,1.0,0.6814285714285714,0.1032142857142857,0.07392857142857144,0.1414285714285714,1.0,0.14233421807,1.0,0.155021949932
4,Resurrection,2.54642857143,0.7342857142857143,1.0,1.0,0.6464285714285714,0.08785714285714287,0.08535714285714288,0.18035714285714288,1.0,0,0.961667961668,0
5,Grudger,2.53892857143,0.44535714285714284,11.5,1.0,0.4328571428571429,0.0125,0.17142857142857143,0.3832142857142857,1.0,0,0,0
6,"Stalker: (D,)",2.52571428571,0.8139285714285714,14.0,1.0,0.7160714285714286,0.09785714285714286,0.04785714285714287,0.1382142857142857,0.953132288469,0.652880464484,0.902959943283,0.047619047619
7,Worse and Worse 3,2.52464285714,0.7771428571428571,3.5,1.0,0.6610714285714286,0.1160714285714286,0.07964285714285715,0.1432142857142857,0.883301575302,0.475587677705,0.657824856938,0.443004752406
8,Yamachi,2.51321428571,0.815,1.0,1.0,0.7260714285714286,0.08892857142857144,0.0375,0.14749999999999996,0.942193688613,0.785392156863,0.79350877193,0.38739847846
9,Forgetful Grudger,2.43107142857,0.5021428571428571,11.0,1.0,0.4782142857142858,0.02392857142857144,0.12464285714285718,0.3732142857142857,1.0,0,0.125342324933,0
10,Punisher,2.42214285714,0.5060714285714286,11.5,1.0,0.4803571428571427,0.02571428571428572,0.12178571428571429,0.37214285714285716,1.0,0,0.144751472044,0
11,Appeaser,2.38714285714,0.7303571428571428,4.5,1.0,0.5610714285714286,0.16928571428571426,0.10857142857142858,0.16107142857142856,1.0,0,0,1.0
12,Tullock: 11,2.34892857143,0.6457142857142857,11.5,1.0,0.5125,0.1332142857142857,0.11428571428571432,0.24000000000000002,0.851721441175,0.675430300403,0.675688443361,0.238617513116
13,Stochastic WSLS: 0.05,2.20178571429,0.6017857142857143,10.5,1.0,0.3735714285714286,0.22821428571428568,0.1707142857142857,0.22749999999999998,0.959460467426,0.0906226810552,0.128957686754,0.96473917531
14,Prober 2,2.1825,0.5839285714285715,6.0,0.0,0.4264285714285715,0.1575,0.1217857142857143,0.29428571428571426,1.0,0.573107239529,1.0,0.372245622246
15,Cycler CCD,2.135,0.68,9.5,1.0,0.3521428571428572,0.3278571428571429,0.18964285714285717,0.13035714285714287,0.480157318097,0.626696762404,1.0,1.0
16,"ZD-Mischief: 0.1, 0.0, 1",2.12392857143,0.16464285714285715,24.5,1.0,0.12571428571428575,0.03892857142857144,0.2278571428571428,0.6074999999999999,0.762084620904,0.697548218977,0.136605614322,0
17,Raider,2.12357142857,0.29964285714285716,15.0,0.0,0.23535714285714285,0.0642857142857143,0.17928571428571424,0.5210714285714286,0.876463972904,0.505916768417,0.453815900473,0.264410127185
18,Gladstein,2.10107142857,0.49107142857142855,4.5,0.0,0.3635714285714286,0.12750000000000003,0.12535714285714292,0.38357142857142856,0.956460812756,0.367598876871,1.0,0.362159639724
19,Willing,2.08571428571,0.9514285714285714,1.5,0.464285714286,0.6657142857142857,0.2857142857142857,0.01,0.038571428571428576,1.0,1.0,1.0,0
20,Random: 0.7,2.08571428571,0.7107142857142857,8.5,0.714285714286,0.38785714285714284,0.32285714285714295,0.1582142857142857,0.13107142857142856,0.733983605191,0.687219354718,0.774199983741,0.670156181484
21,Meta Mixer: 200 players,2.0825,0.4810714285714286,11.5,0.678571428571,0.26928571428571424,0.2117857142857143,0.1889285714285715,0.33,0.63400412996,0.330432423848,0.652305865364,0.376094523153
22,"ZD-Extort-4: 0.23529411764705882, 0.25, 1",2.04,0.20107142857142857,22.0,1.0,0.13464285714285715,0.06642857142857143,0.2092857142857143,0.589642857142857,0.685627784889,0,0.504287055531,0
23,Hard Go By Majority: 40,2.02678571429,0.4357142857142857,10.5,0.0,0.3075,0.12821428571428573,0.13499999999999998,0.4292857142857142,1.0,0.919537037037,0.780364661456,0
24,Cycler CCCD,1.99107142857,0.76,6.0,1.0,0.40035714285714286,0.3596428571428571,0.13749999999999998,0.1025,0.652843521763,0.764965537061,1.0,1.0
25,Hard Go By Majority: 10,1.97785714286,0.36857142857142855,12.5,0.0,0.2864285714285714,0.08214285714285717,0.1217857142857143,0.5096428571428571,1.0,0.840952380952,0.729012317048,0
26,Desperate,1.95071428571,0.3692857142857143,13.0,0.5,0.08571428571428572,0.2835714285714286,0.2657142857142857,0.365,0,0,0,1.0
27,ThueMorse,1.93321428571,0.5,6.5,0.0,0.17249999999999996,0.3274999999999999,0.22892857142857143,0.2710714285714286,0.317445700668,0.364022320391,0.673293791129,0.739610221227
28,Handshake,1.90678571429,0.07142857142857142,24.5,1.0,0.028928571428571432,0.042499999999999996,0.2228571428571428,0.7057142857142857,0.729166666667,0.992907801418,0,0.0485185185185
