Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,"Stein and Rapoport: 0.05: (D, D)",3.14701601164,0.3333333333333333,184.5,1.0,0.2765647743813687,0.05676855895196503,0.4126637554585149,0.2540029112081513,0,0,0,0
1,Meta Winner Finite Memory: 86 players,3.13537117904,0.3333333333333333,182.5,1.0,0.2765647743813688,0.05676855895196504,0.409752547307132,0.2569141193595342,0,0,0,0
2,"BackStabber: (D, D)",3.1288209607,0.3333333333333333,185.0,1.0,0.2743813682678316,0.05895196506550215,0.4097525473071321,0.2569141193595341,0,0,0,0
3,"DoubleCrosser: (D, D)",3.1288209607,0.3333333333333333,181.0,1.0,0.27438136826783166,0.05895196506550216,0.4097525473071321,0.2569141193595341,0,0,0,0
4,Meta Winner Deterministic: 137 players,3.12809315866,0.3333333333333333,185.0,1.0,0.2751091703056774,0.05822416302765645,0.4090247452692863,0.25764192139737996,0,0,0,0
5,Meta Winner Stochastic: 62 players,3.12445414847,0.3333333333333333,183.0,1.0,0.27292576419214026,0.060407569141193565,0.409752547307132,0.2569141193595342,0,0,0,0
6,Meta Winner Memory One: 35 players,3.12008733624,0.3333333333333333,183.0,1.0,0.27438136826783155,0.05895196506550214,0.4075691411935951,0.25909752547307124,0,0,0,0
7,Meta Winner Long Memory: 113 players,3.11935953421,0.3333333333333333,180.5,1.0,0.27219796215429454,0.06113537117903928,0.40902474526928634,0.2576419213973799,0,0,0,0
8,Meta Winner: 199 players,3.11717612809,0.3333333333333333,181.5,1.0,0.2743813682678316,0.05895196506550214,0.4068413391557493,0.259825327510917,0,0,0,0
9,Predator,3.11572052402,0.3333333333333333,181.5,1.0,0.2729257641921402,0.06040756914119356,0.40756914119359494,0.25909752547307124,0,0,0,0
10,Meta Winner Ensemble: 199 players,3.11572052402,0.33770014556040756,182.0,1.0,0.27438136826783166,0.06331877729257639,0.40756914119359483,0.25473071324599705,0,0,0,0.5
11,ThueMorseInverse,3.10480349345,0.3333333333333333,182.0,1.0,0.2721979621542945,0.06113537117903927,0.4053857350800579,0.26128093158660837,0,0,0,0
12,AntiCycler,3.10407569141,0.3333333333333333,181.5,1.0,0.275836972343523,0.05749636098981074,0.4024745269286749,0.2641921397379912,0,0,0,0
13,"Alexei: (D,)",3.08224163028,0.6098981077147017,162.0,1.0,0.5131004366812228,0.09679767103347874,0.2882096069868996,0.1018922852983987,0.572048611111,0,0,0
14,Defector,3.08151382824,0.0,210.5,0.0,0.0,0.0,0.5203784570596792,0.47962154294032083,0,0,0,0
15,"Michaelos: (D,)",3.07350800582,0.606259097525473,161.0,1.0,0.508005822416303,0.09825327510917017,0.2889374090247453,0.1048034934497815,0.568935427574,0,0,0
16,Better and Better,3.07059679767,0.002911208151382824,212.0,0.00436681222707,0.002183406113537118,0.0007278020378457058,0.5167394468704507,0.48034934497816645,0,0,0.375,0
17,Handshake,3.06477438137,0.3675400291120815,173.0,1.0,0.28384279475982566,0.08369723435225612,0.39519650655021804,0.23726346433770024,0,0,0,0.925925925926
18,"EugineNier: (D,)",3.06186317322,0.6026200873362445,160.5,1.0,0.5000000000000003,0.10262008733624439,0.2911208151382824,0.10625909752547294,0.56914893617,0,0,0
19,"Gradual Killer: (D, D, D, D, D, C, C)",3.04949053857,0.0,211.5,0.0,0.0,0.0,0.5123726346433765,0.4876273653566236,0,0,0,0
20,CollectiveStrategy,3.04876273654,0.37045123726346435,172.0,1.0,0.28529839883551705,0.08515283842794749,0.39082969432314374,0.2387190684133917,0,0,0,0.98275862069
21,"Stalker: (D,)",3.03202328967,0.6346433770014556,158.5,1.0,0.5211062590975256,0.11353711790392991,0.2758369723435228,0.0895196506550217,0.567708333333,0.536458333333,0,0
22,Aggravater,3.02620087336,0.0,209.5,0.0,0.0,0.0,0.5065502183406108,0.4934497816593892,0,0,0,0
23,Tricky Defector,3.02620087336,0.0,209.5,0.0,0.0,0.0,0.5065502183406108,0.49344978165938924,0,0,0,0
24,Fortress4,3.02037845706,0.0,210.0,0.0,0.0,0.0,0.5050946142649195,0.49490538573508047,0,0,0,0
25,SelfSteem,3.01091703057,0.4410480349344978,152.5,0.506550218341,0.3049490538573508,0.13609898107714707,0.3842794759825326,0.17467248908296942,0.516203703704,0,0.993103448276,0
26,Knowledgeable Worse and Worse,3.00218340611,0.33551673944687044,172.0,0.685589519651,0.26200873362445415,0.07350800582241629,0.38791848617176117,0.27656477438136834,0.457207207207,0.631578947368,0.712121212121,0.761904761905
27,Fortress3,3.0,0.033478893740902474,206.0,0.0,0.007278020378457061,0.026200873362445413,0.5029112081513823,0.46360989810771525,0,0,0,0.480769230769
28,Prober 4,2.99053857351,0.6666666666666666,152.0,1.0,0.542212518195051,0.12445414847161554,0.2576419213973801,0.07569141193595336,0.557591623037,0.771739130435,0,0
29,Random: 0.1,2.98471615721,0.09315866084425037,189.5,0.0873362445415,0.0502183406113537,0.04294032023289665,0.48180494905385707,0.4250363901018926,0.785714285714,0,0.464285714286,0.5546875
30,Cycler CCD,2.9730713246,0.6666666666666666,149.5,1.0,0.5422125181950511,0.12445414847161552,0.2532751091703058,0.08005822416302756,0.568935427574,0.757936507937,0,0
31,TF1,2.97088791849,0.6666666666666666,150.0,1.0,0.5414847161572053,0.12518195050946124,0.2532751091703059,0.08005822416302757,0.565104166667,0.761363636364,0,0
